"station","param","p_0","p_5","p_10","p_25","p_50","p_75","p_90","p_95","p_100"
"acebb","temp",8.6,9.9,11,14.375,21.9,27.725,29.3,30,31.2
"acebb","spcond",35.765,40.1255,41.7475,44.19,47.78,50.5875,51.715,52.37275,53.41
"acebb","sal",22.45,25.7,26.72,28.475,31.1,33.2,34.09,34.345,35.3
"acebb","do_mgl",3.3,4.6,4.7,5,6.2,7.8,8.66,9.06,9.4
"acebb","do_pct",53.4,71.1625,73.26,76.55,84.525,91.25,94.91,97.465,100.5
"acebb","ph",7.5,7.6,7.6,7.7,7.8,8,8.1,8.275,8.6
"acebb","turb",4,7.7,10,14,19,26,35,44,1291
"aceei","temp",7.9,11.675,12.65,15.175,22.05,28.1,29.85,30.125,30.9
"aceei","spcond",35.17,38.6085,39.596,41.725,44.74,47.43,49.444,49.929,51.6
"aceei","sal",22.15,24.57,25.3,26.8,28.9,30.75,32.2,32.63,33.9
"aceei","do_mgl",4.5,4.6,4.7,4.9,6.1,7.6,8.3,8.425,9.8
"aceei","do_pct",69.45,71.825,73.1,75.575,80.7,90.2,92.5,94.175,99.7
"aceei","ph",7.5,7.6,7.6,7.6,7.7,7.9,8,8,8.1
"aceei","turb",9,11,12,13,17,19,23,26.35,39
"acefc","temp",7.6,9.7,10.9,14.275,21.25,27.3,29.2,29.8,30.4
"acefc","spcond",1.27,3.3305,4.419,6.935,11.1025,16.685,22.33,25.09725,32.78
"acefc","sal",0.6,1.795,2.39,3.8,6.3,9.825,13.5,15.305,20.5
"acefc","do_mgl",2.9,3.3,3.4,3.9,5.3,7.65,8.8,9.56,10.8
"acefc","do_pct",39.8,44.99,47.5,52.3,63.9,78,84.68,87.7,95.9
"acefc","ph",6.5,6.64,6.7,6.8,6.9,7.1,7.3,7.46,7.9
"acefc","turb",10,15.35,17,22,28,35,44.6,51.3,463.5
"acefj","temp",11.1,11.7,12.16,15.3,23.3,28.05,29.18,29.62,30.3
"acefj","spcond",34.48,34.9965,35.614,38.89,39.54,41.115,42.308,42.9265,43.505
"acefj","sal",21.7,22.05,22.46,24.65,25.2,26.3,27.14,27.57,28
"acefj","do_mgl",4.8,4.8,4.86,5.25,6.1,8.2,8.84,9.18,9.4
"acefj","do_pct",71.4,72.87,73.92,76.45,83.5,93.75,96.54,97.3,100.3
"acefj","ph",7.8,7.8,7.8,7.8,7.9,8.1,8.16,8.2,8.2
"acefj","turb",6,6,6,7,8,9,10,10.7,12
"acegp","temp",7.7,9.79,10.94,14.5,20.4,27.45,29.4,29.76,30.9
"acegp","spcond",0.07,0.08,0.08,0.09,0.14,0.2575,1.239,3.0375,8.23
"acegp","sal",0,0,0,0,0.1,0.1,0.640000000000001,1.54,4.5
"acegp","do_mgl",3.6,4.795,5.1,5.5,6.5,8.4,9.37,9.935,11.1
"acegp","do_pct",46.1,60.6625,63.06,68.625,75.75,81.75,86.25,88.5925,95.2
"acegp","ph",5.9,6.26,6.32,6.5,6.6,6.7,6.8,6.94,7.2
"acegp","turb",6,7,8,11.5,19,31.5,62,68.5,92
"aceji","temp",7.5,10.12,11.18,14.8,20.5,27.8,29.3,29.87,30.6
"aceji","spcond",0.28,0.7625,1.273,3.095,10.325,16.83125,25.915,29.84725,35.18
"aceji","sal",0.1,0.4,0.62,1.625,5.85,9.9,15.78,18.39,22.2
"aceji","do_mgl",3.7,4.105,4.41,5.125,7.15,8.475,9.5,9.79,11.9
"aceji","do_pct",51.7,55.255,58.005,66.625,79.45,85.3,88.29,89.38,95.5
"aceji","ph",6.3,6.595,6.7,6.9,7.1,7.3,7.5,7.6,8
"aceji","turb",17,27.1,32,38,50,59,69,75,91
"acemc","temp",7.7,10.4,11.4,14.5,21.6,28.2,29.61,30.3,31.2
"acemc","spcond",4.49,11.162,14.632,21.7675,28.31,35.14,40.98,43.196,46.64
"acemc","sal",2.4,6.325,8.52,13.1,17.4,22,26.16,27.69,30.3
"acemc","do_mgl",3.1,3.6,3.8,4.4,5.9,7.7,8.7,9.3,10.3
"acemc","do_pct",41.4,50.12,55.31,63.1,73.3,84.7,89.2,92.6,99
"acemc","ph",6.8,6.925,7.1,7.2,7.4,7.6,7.7,7.8,8
"acemc","turb",11,13,15,19,24,29,34,39.2,67
"acesp","temp",5.2,10.545,11.58,14.5,21.9,27.8,29.3,29.855,30.6
"acesp","spcond",29.58,35.5715,37.368,40.8125,45.1475,48.72625,50.816,51.9565,53.84
"acesp","sal",18.2,22.435,23.64,26.075,29.25,31.725,33.315,34.065,35.6
"acesp","do_mgl",4,4.4,4.5,4.9,6,7.6,8.5,9,10
"acesp","do_pct",59.4,68.5,70.6,73.6,81.15,90.875,94.54,96.3,99.2
"acesp","ph",7.2,7.5,7.5,7.6,7.7,7.9,8.1,8.1,8.8
"acesp","turb",6,9.3,11,14,17,21,27,30.7,95
"apabp","temp",13,13.55,13.94,17.6,23.7,27.8,28.68,29.52,29.9
"apabp","spcond",0.09,0.1,0.108,0.11,0.12,0.13,0.14,0.979999999999997,1.57
"apabp","sal",0,0.04,0.1,0.1,0.1,0.1,0.1,0.519999999999999,0.8
"apabp","do_mgl",4.3,4.94,5.08,5.3,6.7,7.7,9.02,9.16,9.5
"apabp","do_pct",53.6,63.04,63.18,66.9,74.8,85.45,87.18,88.86,90.5
"apabp","ph",6.8,6.9,6.9,7,7.1,7.2,7.32,7.4,7.4
"apabp","turb",5,5,6.6,8,11,14,16,16.6,19
"apacp","temp",10.7,13.4,14.54,17.375,23.75,28.8,30.2,30.4,31.5
"apacp","spcond",3.145,15.812,22.005,28.17,35.31,40.71,45.07,47.562,53.53
"apacp","sal",1.65,9.24,13.22,17.3,22.3,26,29.1,30.9,35.3
"apacp","do_mgl",4.2,5.3,5.5,6.1,7,8.175,9.3,9.775,10.9
"apacp","do_pct",63.7,77.6,80.85,88.0625,93.525,97.4,101.45,103.7,117.85
"apacp","ph",7.3,7.7,7.8,7.9,8,8.1,8.2,8.3,8.5
"apacp","turb",1,3,4,6,8,10,13.5,15,37
"apadb","temp",10.6,13.3,14.36,17.4,23.7,28.6,30.1,30.4,31.3
"apadb","spcond",5.83,16.44,19.861,27.55375,33.7625,40.1,44.9445,47.777,53.835
"apadb","sal",3.2,9.66,11.86,17,21.2,25.55,28.955,30.97,35.4
"apadb","do_mgl",4.9,5.6,5.7,6.1,7.25,8.6,9.55,9.9,10.3
"apadb","do_pct",77,83.5,85.55,89.4125,94.4,98.525,103.4,106.775,116.8
"apadb","ph",7.3,7.7,7.8,7.9,8,8.2,8.3,8.4,8.6
"apadb","turb",2,4,5,7,10,12,16,18,40
"apaeb","temp",11.1,13.86,14.9,18.4,24.6,29,30.2,30.5,31.5
"apaeb","spcond",0.18,0.4275,1.37,5.85,14.5325,25.915,33.92,36.945,46.24
"apaeb","sal",0.1,0.2,0.7,3.175,8.425,15.825,21.25,23.4,29.8
"apaeb","do_mgl",1.5,3.32,3.94,5.2,7,8.4,9.4,10.1,12
"apaeb","do_pct",20.5,46.38,52.7,71.2,85.5,95.3,101.92,107.42,122.5
"apaeb","ph",4.5,6.345,6.79,7.3,7.6,7.9,8.2,8.3,8.7
"apaeb","turb",3,5,6,9,13,17,21,25.75,35
"apaes","temp",11.2,13.7,15.17,18.5375,24.55,29.1,30.2,30.6075,31.5
"apaes","spcond",0.18,0.46,1.369,5.7425,12.425,23.34625,31.5705,36.114,43.09
"apaes","sal",0.1,0.2,0.7,3.125,7.1,14.175,19.63,22.79,27.7
"apaes","do_mgl",1.9,3.765,4.03,5.1,6.7,8.3,9.2,9.735,11.2
"apaes","do_pct",27.1,51.265,55.36,68.9125,83.75,91.775,99.1,102.47,113.7
"apaes","ph",5.2,6.2,6.7,7.2,7.5,7.9,8.1,8.3,8.6
"apaes","turb",0,3,4,5,8,12,16.7,21.35,32
"apalm","temp",11.2,14,15.52,17.325,22.8,27.65,29.62,29.9,30.1
"apalm","spcond",0.09,0.104,0.11,0.12,0.14,0.17,1.21,3.645,9.035
"apalm","sal",0,0.1,0.1,0.1,0.1,0.1,0.580000000000001,1.92,5
"apalm","do_mgl",0.5,4.8,4.9,5.3,6.5,7.7,8.5,8.88,10.4
"apalm","do_pct",5.6,59.07,61.99,69.5,74.2,81.3,86.82,88.16,94.2
"apalm","ph",6.6,6.8,6.9,7,7.1,7.2,7.3,7.36,7.5
"apalm","turb",5,5,6,8,11,20,38.8,54.1,139
"apapc","temp",10.9,14.75,15.2,18.35,23.1,28.85,30.1,30.3,30.7
"apapc","spcond",16.885,25.965,29.905,37.01,41.28,43.33,47.72,49.64,51.46
"apapc","sal",9.95,15.9,18.6,23.45,26.3,27.9,31,32.35,33.7
"apapc","do_mgl",5.1,5.3,5.5,6,6.7,7.95,8.9,9.35,9.8
"apapc","do_pct",79.2,80.9,82.7,87.7,94,97.4,100.1,101.85,105.3
"apapc","ph",7.8,7.9,8,8,8.1,8.2,8.2,8.3,8.3
"apapc","turb",2,3.45,4,5,8,9,10.1,12,14
"cbmip","temp",2.9,5.67,6.84,9.85,16.2,22.15,24.1,24.53,25.4
"cbmip","spcond",0.25,0.3255,0.35,0.39,0.44,0.49,0.559,0.637999999999999,1.56
"cbmip","sal",0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.8
"cbmip","do_mgl",5.4,6.1,6.3,6.8,8.1,10.425,11.49,11.9,12.6
"cbmip","do_pct",64.9,72.155,74.42,77.7,83.6,91.85,95.3,96.1,103.3
"cbmip","ph",6.6,6.935,7,7.1,7.2,7.3,7.4,7.5,7.7
"cbmip","turb",3,6,7,8,11,14,17,19,33
"cbmjb","temp",0.8,4.22,7.64,11.475,18.15,24.2,26.65,26.875,27.1
"cbmjb","spcond",0.23,0.266,0.302,0.3375,0.4625,0.93375,1.112,1.166,1.22
"cbmjb","sal",0.1,0.145,0.19,0.2,0.2,0.45,0.51,0.555,0.6
"cbmjb","do_mgl",2.2,2.605,3.01,3.65,5.6,8.375,9.55,10.675,11.8
"cbmjb","do_pct",26.5,31.135,35.77,42.8375,61.225,75.625,78.655,80.9275,83.2
"cbmjb","ph",6.8,6.845,6.89,6.925,7,7.1,7.11,7.155,7.2
"cbmjb","turb",19,20.2,21.4,25,31,35,39.2,40.6,42
"cbmmb","temp",2,4.32,5.94,8.95,15.6,24.65,28.4,29.13,30.2
"cbmmb","spcond",2.33,3.0345,6.674,13.815,17.89,19.655,21.738,22.409,24.18
"cbmmb","sal",1.2,1.57,3.68,7.9,10.6,11.7,13.02,13.5,14.7
"cbmmb","do_mgl",3.8,4.01,4.3,4.7,7.8,9.45,10.86,11.32,11.6
"cbmmb","do_pct",50.9,53.79,55.74,60.85,74.1,87.4,90.41,92.23,96.6
"cbmmb","ph",6.4,6.66,6.8,6.9,7,7.2,7.4,7.5,7.5
"cbmmb","turb",5,5,5.4,7,9,10.5,13.8,16.6,19
"cbmmc","temp",1.8,4.575,6,9.975,17.25,23.225,25.85,26.325,28.3
"cbmmc","spcond",0.13,0.15,0.17,0.19,0.23,0.35,0.505,0.665,2.14
"cbmmc","sal",0.1,0.1,0.1,0.1,0.1,0.2,0.25,0.3,1.1
"cbmmc","do_mgl",1.1,3.9,4.44,5.1,6.7,9.05,10.7,11.46,12.6
"cbmmc","do_pct",13,46.1375,50.8,56.8875,69.8,83.175,88.9,90.95,94.6
"cbmmc","ph",6.1,6.4,6.4,6.5,6.6,6.7,6.9,6.96,7.3
"cbmmc","turb",1,4.7,7,12,18,25,32,37,54
"cbmoc","temp",2.4,6.02,7.72,12.75,20.4,26.3,28.3,28.99,30
"cbmoc","spcond",0.15,0.19,0.21,0.24,0.34,0.9,2.976,3.999,8.59
"cbmoc","sal",0.1,0.1,0.1,0.1,0.2,0.45,1.58,2.09,4.8
"cbmoc","do_mgl",1.5,6.2,6.81,7.9,9.075,10.5,11.78,12.295,13.2
"cbmoc","do_pct",19,73.395,82.7,89.425,97.9,103.7,108.78,114.98,132.15
"cbmoc","ph",6.9,7.1,7.2,7.3,7.6,8.075,8.63,8.9,9.5
"cbmoc","turb",1,5,9,16,26,40,48,56,83
"cbmpr","temp",2.5,5.335,8.17,11.675,17.65,25.525,27.7,28.15,28.6
"cbmpr","spcond",0.28,0.2845,0.289,0.3225,0.45,0.935,1.214,1.502,1.79
"cbmpr","sal",0.1,0.1,0.1,0.2,0.2,0.45,0.63,0.765,0.9
"cbmpr","do_mgl",6.5,6.725,6.95,7.25,7.6,9.2,10.35,11.925,13.5
"cbmpr","do_pct",77.3,79.055,80.81,81.9,84.9,88.6375,91.92,95.61,99.3
"cbmpr","ph",7.2,7.2,7.2,7.3,7.3,7.3,7.4,7.4,7.4
"cbmpr","turb",19,19.45,19.9,24.5,33.5,43.75,45,45,45
"cbmrr","temp",1.3,3.1,4.4,7.5,15.7,23.6,26.14,27,28.3
"cbmrr","spcond",0.19,0.26,0.27,0.31,0.35,0.4,0.485,0.57,1.075
"cbmrr","sal",0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.5
"cbmrr","do_mgl",5,5.6,5.8,6.6,8.1,10.7,11.9,12.24,14
"cbmrr","do_pct",61.2,67.2,69.2,74.3,83.2,90.6,94.36,96.6,102.7
"cbmrr","ph",6.7,6.9,6.9,7,7.1,7.2,7.4,7.5,7.9
"cbmrr","turb",8,12,13.3,16,20,23,26,28.35,36
"cbvcb","temp",2.4,4.38,6,9,17.85,25.3875,27.9,28.4,29.4
"cbvcb","spcond",13.79,18.338,20.466,22.98,26.88,30.36,32.246,33.776,35.81
"cbvcb","sal",8,10.9,12.2,13.9,16.4,18.7,19.92,21.1,22.5
"cbvcb","do_mgl",5.2,5.7,5.9,6.4,8,10.4,11.8,12.4,13.8
"cbvcb","do_pct",73.1,77.4,80.13,85.075,92.325,100.225,106.37,109.34,124.9
"cbvcb","ph",7.5,7.6,7.7,7.7,7.8,8,8.2,8.2,8.6
"cbvcb","turb",3,6,7,9,12,14,16,18.8,34
"cbvgi","temp",2.5,4.5,6.1,8.575,17,25.1,27.59,28.2,29.4
"cbvgi","spcond",19.83,25.23,26.004,28.46,31.645,34.1925,35.86,36.37425,38.975
"cbvgi","sal",11.7,15.3,15.9,17.4,19.6,21.4,22.59,22.9,24.4
"cbvgi","do_mgl",5.2,6.9,7.1,7.6,9.05,10.8,11.7,12.2,13.3
"cbvgi","do_pct",74.3,96.735,98.39,100.7625,102.85,104.95,108.53,111.3,118.4
"cbvgi","ph",7.9,8,8,8.1,8.1,8.2,8.3,8.4,8.6
"cbvgi","turb",1,2,2,3,4,5,7,7,12
"cbvsh","temp",2.2,4.38,5.62,9,18.1,25.6,28.38,28.8,29.8
"cbvsh","spcond",0.08,0.11,0.12,0.17,0.9,5.59,9.552,10.882,17.92
"cbvsh","sal",0,0.1,0.1,0.1,0.4,3,5.34,6.2,10.5
"cbvsh","do_mgl",4.3,5.075,5.3,5.8,7.8,10.35,11.75,12.3,13.7
"cbvsh","do_pct",58.1,64.3,67.75,72.45,81.9,90.8,96.5,98.2,102
"cbvsh","ph",6.5,6.8,6.85,7,7.1,7.2,7.3,7.4,7.6
"cbvsh","turb",12,17,19.6,25,31,39,53.4,67.4,118
"cbvsp","temp",2.9,5.7475,7.03,8.825,18.05,26.375,28.84,29.135,30.2
"cbvsp","spcond",0.07,0.08,0.09,0.22,1.175,4.9175,9.3925,11.074,13.51
"cbvsp","sal",0,0,0,0.1,0.6,2.6,5.3,6.275,7.8
"cbvsp","do_mgl",4.5,5.03,5.3,5.725,8.1,10.15,11.17,11.4,12.5
"cbvsp","do_pct",56.4,63.955,68.39,71.9,81.15,89.075,91.58,94.17,95.4
"cbvsp","ph",6.6,6.8,6.8,6.925,7.1,7.2,7.3,7.335,7.6
"cbvsp","turb",16,18,20,23,29.5,44,59.1,63.7,80
"cbvtc","temp",1.1,4.45,6,8.7,17.6,26.05,28.6,29.1,30.5
"cbvtc","spcond",5.605,9.2375,11.19,14.585,18.66,23.6,26.02,27.63,32.09
"cbvtc","sal",3,5.15,6.3,8.5,11.1,14.25,15.8,16.85,19.9
"cbvtc","do_mgl",4,5.145,5.4,6,7.6,10.375,11.6,12.1,14
"cbvtc","do_pct",53.2,68.8225,72.29,78.225,85.25,93.375,97.81,102.155,120.5
"cbvtc","ph",7.1,7.2,7.3,7.4,7.5,7.7,7.9,8,8.5
"cbvtc","turb",11,21,23,29.5,40,51,61,68.5,101
"delbl","temp",0,2.11,3.34,7.3,16.3,25.15,28.26,28.89,30.4
"delbl","spcond",0.18,0.23,0.34,0.68,2.275,5.26,9.12,11.075,13.9
"delbl","sal",0.1,0.1,0.2,0.3,1.2,2.8,5.1,6.3,8.1
"delbl","do_mgl",2.9,4.755,5.22,6.2,8.2,10.7,11.8,12.1,14.1
"delbl","do_pct",36.1,57.225,65.16,73.95,82.3,89,94.48,97.915,108.8
"delbl","ph",6.1,6.5,6.7,6.9,7,7.2,7.4,7.5,7.8
"delbl","turb",20,26.1,29,33,39,47,58.8,67.9,106
"delds","temp",2.1,3.52,4.84,8,16.4,24.1,26.5,27.68,29.2
"delds","spcond",0.11,0.132,0.14,0.16,0.18,0.2,0.24,0.268,0.31
"delds","sal",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
"delds","do_mgl",1.1,2.82,3.68,6.1,8.4,10.9,11.9,12.58,13.7
"delds","do_pct",14.1,35.51,43.49,73.1,85,92.3,96.06,97.32,103.7
"delds","ph",6.3,6.4,6.5,6.7,6.8,6.9,7.1,7.1,7.2
"delds","turb",3,6,6,8,10,13,18,22,33
"delll","temp",0.2,2.15,4,7.3,16.1,24.45,27.3,28.2,29.3
"delll","spcond",0.3,0.41,0.57,1.11,3.455,9.505,17.34,20.4275,28.66
"delll","sal",0.1,0.2,0.3,0.6,1.8,5.35,10.2,12.2,17.6
"delll","do_mgl",2.5,3.1,3.59,4.725,8,10.075,11.4,11.755,12.6
"delll","do_pct",30.6,40.315,45.485,57.6,77.4,85.4,89.44,92.75,108.9
"delll","ph",6.4,6.7,6.8,6.9,7,7.1,7.3,7.4,7.6
"delll","turb",17,23,24,28,33,39,44,49.6,86
"delsl","temp",0,2.45,3.5,6.8,15.4,24.1,26.9,27.4,29.5
"delsl","spcond",1.83,3.7485,6.352,10.01,16.2775,23.19125,28.952,32.32675,37.19
"delsl","sal",0.9,1.945,3.4,5.65,9.6,14.075,17.9,20.165,23.5
"delsl","do_mgl",1.9,2.8,3.1,3.9,6.8,9.7,11.1,11.65,15
"delsl","do_pct",24.2,36.9,41,50.35,71.6,83.5,87.9,91.05,120.5
"delsl","ph",6.5,6.8,6.9,7,7.1,7.3,7.4,7.4,7.7
"delsl","turb",13,19.45,21,27,37,48,58,63,120
"elkap","temp",9.6,11,11.9,13.8875,16.8,19.2,20.1,20.63,22.2
"elkap","spcond",30.65,40.1725,43.2155,46.76,50.495,52.56,53.6045,54.00925,56.02
"elkap","sal",19.1,25.635,27.87,30.3,33.15,34.7,35.43,35.7,37.2
"elkap","do_mgl",1.6,3.21,3.8,5.175,6.15,7,7.69,8.3,9.6
"elkap","do_pct",21.1,39.35,48.55,65.9125,75.625,82.625,87.3,92.575,113.7
"elkap","ph",7.5,7.695,7.7,7.8,7.9,8,8.2,8.4,8.5
"elkap","turb",2,3,3,4,5,6,8,9,18
"elknm","temp",10.2,11.34,12,14,17.2,19.8,21.06,21.56,22.8
"elknm","spcond",32.11,41.275,43.18,47.33,50.18,52.25,53.67,54.8275,60.28
"elknm","sal",20,26.655,27.91,30.8,32.9,34.425,35.5,36.345,40.5
"elknm","do_mgl",0.1,3.3,4.2,4.9,6.3,7.2,7.9,8.4,13
"elknm","do_pct",0.9,44.66,56.565,64.05,75.625,83.725,90.44,93.34,139.55
"elknm","ph",7.3,7.8,7.9,8,8.1,8.15,8.3,8.37,8.8
"elknm","turb",1,2.85,3,4,6,7,9,9.14999999999998,21
"elksm","temp",9.9,11.445,11.99,13.625,16.2,18.7,19.7,20.2825,21.4
"elksm","spcond",40.39,45.413,46.236,48.1575,49.95,51.16,52.086,52.497,54.17
"elksm","sal",25.8,29.26,29.96,31.4,32.7,33.55,34.34,34.67,35.9
"elksm","do_mgl",4.4,5.305,5.6,6.2,6.9,7.8,8.4,8.795,9.9
"elksm","do_pct",59.8,70.22,73,78.95,85.9,90.75,96.14,99.785,113.55
"elksm","ph",7.6,7.8,7.8,7.9,8,8,8.1,8.2,8.5
"elksm","turb",2,3,3.2,4,6,7.5,10,11,15
"elkvm","temp",11.2,11.5,12.07,12.8,13.9,15.025,15.8,16.165,17.9
"elkvm","spcond",46.05,46.9415,47.743,48.93,49.935,50.6475,51.428,51.9975,55.14
"elkvm","sal",29.8,30.475,31.1,32,32.7,33.2,33.8,34.225,36.5
"elkvm","do_mgl",6.3,6.915,7.1,7.5,7.9,8.2,8.4,8.67,10.2
"elkvm","do_pct",70.8,82.73,85.28,89.4,92.7,96.45,98.78,100.515,127.5
"elkvm","ph",7.7,7.8,7.9,7.9,8,8.1,8.2,8.3,8.6
"elkvm","turb",1,2,3,3,4,5,6,7,10
"gndbc","temp",10.5,13.105,14.5,17.175,24,29.55,30.89,31.3,32.1
"gndbc","spcond",2.925,11.33325,15.386,21.64,27.7675,34.5775,39.209,43.2,47.2
"gndbc","sal",1.5,6.445,8.94,12.925,17.05,21.575,24.98,27.865,30.8
"gndbc","do_mgl",3.8,4.36,4.6,5.1,6.2,7.5,8.58,9.14,10.1
"gndbc","do_pct",52,61.98,66.2,71.6,79.45,87.2,93.84,98.78,106.1
"gndbc","ph",6.5,6.8,7,7.1,7.3,7.4,7.6,7.7,8.2
"gndbc","turb",2,4,5,6,8,10,13,14.35,32
"gndbh","temp",10.2,13.235,14.4,17.1,23.2,28.5,30.1,30.7,31.9
"gndbh","spcond",0.41,13.823,16.83,22.54,29.005,35.135,39.344,41.026,44.22
"gndbh","sal",0.2,8,9.88,13.6,18,22.1,25.1,26.2,28.6
"gndbh","do_mgl",0.1,0.33,0.7,2.1,3.7,5.45,6.3,7,8.8
"gndbh","do_pct",2,5.19,10.02,29.35,47,64.95,73.62,76.84,93.6
"gndbh","ph",5,6.49,6.68,6.8,7,7.1,7.32,7.4,7.8
"gndbh","turb",2,4,5,5,7,8,10,11,45
"gndbl","temp",9.5,12.2,13.5,16.4,23.5,29.4,30.4,30.7,31.7
"gndbl","spcond",11.46,21.1355,23.3795,28.7,33.43,39.455,43.034,44.847,47.53
"gndbl","sal",6.5,12.71,14.01,17.7,20.9,25.1,27.78,28.995,30.9
"gndbl","do_mgl",4.8,5.3,5.5,5.975,7,8.4,9.31,9.9,11.5
"gndbl","do_pct",68.3,78.13,80.885,85,91.6,98.125,102.03,105.775,116.8
"gndbl","ph",7.1,7.4,7.5,7.6,7.7,7.9,8,8.2,8.6
"gndbl","turb",-1,2,3,5.75,10,13,16,18,27.5
"gndcr","temp",12.5,12.5,13.45,16.025,20.35,27.15,28.8,29.3,30.2
"gndcr","spcond",17.91,23.22,27.01,29.42625,32.555,38.30625,39.7775,41.055,41.58
"gndcr","sal",10.6,13.975,16.55,18.15,20.375,24.275,25.375,26.2625,26.6
"gndcr","do_mgl",5.4,5.775,5.95,6.25,7.6,8.55,9.15,9.325,9.7
"gndcr","do_pct",79.65,83.2875,84.925,89.6625,94.15,97.425,99.6,100.5875,101.75
"gndcr","ph",7.4,7.55,7.6,7.675,7.8,7.925,8,8.025,8.1
"gndcr","turb",2,3.4,4.4,6.5,8,13.5,16.4,19.05,21.5
"gndpc","temp",9.6,12.5,14.1,16.8,23.7,29.15,30.2,30.45,31.4
"gndpc","spcond",12.195,20.61,24.599,30.22,35.96,41.5,44.17,45.226,47.92
"gndpc","sal",7,12.26,14.98,18.7,22.6,26.5,28.5,29.3,31.3
"gndpc","do_mgl",3.6,5.6,6,6.4,7.4,8.65,9.2,9.6,11.1
"gndpc","do_pct",52.4,84.3175,89.535,92.975,96.875,101.6,104.59,107,120.7
"gndpc","ph",7.6,7.8,7.9,8,8.1,8.1,8.2,8.3,8.6
"gndpc","turb",0,3,4,6,12,18,22.2,24.6,38
"grbgb","temp",2.2,5.79,6.93,10.1,15.05,20.375,22.2,23,23.8
"grbgb","spcond",20.68,24.019,27.266,32.84,39.24,43.89,46.648,47.558,52.51
"grbgb","sal",12.3,14.4,16.72,20.6,24.9,28.4,30.36,30.94,34.7
"grbgb","do_mgl",6.8,7.2,7.4,7.8,8.5,9.8,10.7,11.45,15.1
"grbgb","do_pct",85.8,91.5,92.44,95.2,98.75,104.4125,109.38,112.74,132
"grbgb","ph",7.2,7.6,7.7,7.8,7.9,8,8,8.1,8.4
"grbgb","turb",1,2,2,3,4,6,9,13,41
"grblr","temp",1.5,4.35,5.7,11.5,17.3,21.55,24.1,24.9,26
"grblr","spcond",0.08,0.103,0.12,0.3525,20.55,34.595,40.122,42.171,46.62
"grblr","sal",0,0.1,0.1,0.175,12.3,21.75,25.7,27.11,30.3
"grblr","do_mgl",4.2,4.9,5.32,6.2,8.6,10.7,12.4,13.78,15
"grblr","do_pct",58.7,65.35,70.45,78.825,93.25,103.35,106.35,109.65,120
"grblr","ph",6,6.5,6.7,7,7.3,7.5,7.7,7.7,7.9
"grblr","turb",0,1,2,3,5,7,9,14.8,29
"grbor","temp",2.2,5.42,6.64,11,16.3,21.1,23.9,24.3,25.05
"grbor","spcond",11.5,19.85175,21.85,28.25125,35.06,40.43625,43.272,45.84925,47.32
"grbor","sal",6.5,11.845,13.18,17.45,21.95,25.8375,27.94,29.755,30.9
"grbor","do_mgl",5.7,6.3,6.6,7,7.9,9.15,10.4,10.8,13.3
"grbor","do_pct",71.1,78.965,81.92,86.975,91.9,95.425,100.83,102.3025,119.2
"grbor","ph",6.9,7.3,7.3,7.5,7.7,7.8,7.9,8,8.1
"grbor","turb",1,4,4,6,8,12,17,23.3,61
"grbsq","temp",2.2,5.055,6.53,11.525,16.65,21.75,23.8,24.445,25.1
"grbsq","spcond",5.355,13.8495,15.7485,23.6725,31.26,39.1575,43.122,45.3425,49.43
"grbsq","sal",2.9,7.955,9.13,14.35,19.325,24.9,27.77,29.37,32.4
"grbsq","do_mgl",6.2,6.5,6.7,7.1,7.9,9.6875,10.73,11.3,13.5
"grbsq","do_pct",66.7,84,85.4,89.7,93.1,96.9,102.34,106.66,110.3
"grbsq","ph",6.7,7.1,7.3,7.5,7.7,7.8,7.8,7.9,8
"grbsq","turb",5,7,8,10,13,19,26,35.75,58
"gtmfm","temp",11.2,15.065,16.1,18.4,24,27.5,28.6,29.1,30.6
"gtmfm","spcond",42.37,48.2075,49.05,50.5025,52.175,53.9575,55.2,55.715,56.62
"gtmfm","sal",27.2,31.5,32,33.1,34.3,35.7,36.6,36.95,37.65
"gtmfm","do_mgl",4.8,5.3,5.5,5.7,6.3,7.3875,7.9,8.1,9.1
"gtmfm","do_pct",75.3,82.0675,84.39,87.5,91.175,95.3875,98.2,99.1,102.6
"gtmfm","ph",7.7,7.8,7.9,7.9,8,8,8.1,8.2,8.5
"gtmfm","turb",1,3,4,5,7,9,10,11,18
"gtmpc","temp",11.1,15.1,16.1,18.95,24.55,28.4,30.4,30.855,32.6
"gtmpc","spcond",0.18,0.903,3.6245,14.13375,26.04,32.96125,37.9835,41.0195,49.67
"gtmpc","sal",0.1,0.445,1.89,8.125,15.9,20.675,24.12,26.22,32.4
"gtmpc","do_mgl",3,3.745,4,4.4,5.3,6.5,7.51,7.855,9.1
"gtmpc","do_pct",39.5,51.09,54.99,59.9,69.9,77,84.25,86.755,94.3
"gtmpc","ph",5.9,6.4725,6.7,7.1,7.4,7.5,7.6,7.755,8.1
"gtmpc","turb",3,4,5,6,8.5,12,15.3,16.65,23
"gtmpi","temp",9.4,14.545,15.59,18.525,24.3,28.8,30.1,30.5,31.7
